id,text,label
4711,haha i remember you will always do that evil laugh in 5th period 333 lmao i miss you soooooo much 33333,0
4712,haha that wasnt me beetedubs whoeveer wrote that about ouur lunch v i love you though 3 hahah i love you too 333,0
4713,hahahah b jealous tht she hung out wit moises or b jealous holy shiiiih u worry bout u and she will worry bout her and hey again never found out who i was lol then tell me,0
4714,hahahaha tapia ia a good name jess it is d,0
4715,harderrrr r,0
4716,have u given any bj is ? ? nahh chill with that,0
4717,have you and tony smashed yett ? r hhaha r r no,0
4718,have you ever hooked up with someone thats actually in your grade ? i went out with someone in my grade,0
4719,have you gone to any parks ? nope only rivers,0
4720,have you sucked tonys cock ? nah have you ?,0
4721,have you ? fuck nooooo man,0
4722,have yuu and tony baby smochedd yet 3 hah r jesss,0
4723,herrow wazuppppp,0
4724,hey i'm brianna formosa look me up on facebook i'm going to southwood next year i had like to get to know you okay dike lol jk but for isuree,0
4725,hey i'm madison i go to kidkbozing hellow 3,0
4726,hey laura its mike just stoped by to show some love lol mkay 3,0
4727,hey laura sup its mike 0 yoooo nigglett,1
4728,hey laura heyyy,0
4729,hey luara do not linsten to all them haters who arnt man enough to talk crap to ur face and i also think ur amazing and wonderful and hot to haha if u respond back i will tell u who wrote this peace 3 hhaha thanks who is this ?,0
4730,hey so i dont know you but pplz tell meh u dnt lykk mehh is tht trueee ? ? nah chill w that,0
4731,hey this is actually danny grammes and i didnt write thatvvvv someone is writing shit and putting my name k,0
4732,hey we knew each other but kinda met today ur pretty cute for a 7th grader im not gonna lie thank you,0
4733,hey you horny,1
4734,hey d hey gurlll,0
4735,hey suppp,0
4736,heyy hellow,0
4737,heyyyyyyy hellow,0
4738,hi laura hello stranger,0
4739,hi mamita hey strangerr 3,0
4740,hi no offence but i kinda think ur a slut and i dont wanna talk shit but ru be honest haha no im not i love how ppl talk so much shit ive had three boyfrineds the past two years and im talking to someone right noww,1
4741,hi hello,0
4742,hi hellowxd,0
4743,hola sexyyyy ur gorgeous can u share some of it ? ? ? ? pwease ? ? aww your too cute,0
4744,hola u did soooo well in the show mijita ! ! ! ! ! 33 thanks baby gurlll 33,0
4745,hop off porch monkey she mine 333 member this babe it tony your fatherfucker haha yes baby i remember,1
4746,hop off porch monkey she mine 333 member this babe it tony your fatherfucker haha yes baby i remember,0
4747,how are you and tony doing so far ? great,0
4748,how are your bangs so perfect do you do anything to them ? npe lol well i blow dry them sometimes,0
4749,how come we have never even spoken since mission is camp ? whatever i hope you are doing alright god bless imy and thank you god bless you,0
4750,how do you get so d lmao ask yourself that first,0
4751,how do you get your hair wavy like that ? its naturally wavy,0
4752,how do you know william cupo umm i think a party,0
4753,how does tonys mouth taste like ?,0
4754,how long are your bangs ? well i have lairs but the last lair is up to my chin,0
4755,how many bfs hav u had ? middle shcool 3,0
4756,how many people have you kissed ? i have no idea,0
4757,how much for a blow hah r r sorry sweetie but um i dont blow,0
4758,how old are you 13 turning 14,0
4759,how old is your boyfriend 16,0
4760,how old r u and whens ur bday ? ? 13 september 6,0
4761,how old r u ? ? ur soooo cute and cool nawtttttttt your a ugly little slut i bett ur gonna have a baby by the time u turn 13 you think its all cute to be on every guy its not everyone just thinks ur annoying ! ! ! ! ! ! ! act ur age really bitch r grow the fuck up and why dont you act your age ! r why the fuck do you actually take your time writing this shit if i obviously dont give a shit what you thinkkk bt dubbs i am 13 you fucking dumbass ! r and slut ? really ? r wow how more pathetic and imature can you get ? ? ? r again r grow up !,1
4762,how r u its been like forever good lol hby ?,0
4763,how short is your hair ? above me bobbies haha 3,0
4764,how tall are u 5 4,0
4765,how tall r u 5'3 hby ?,0
4766,howd u n tony meet ? not to b creepy i like love stories um well r we met at the falls when we both were with joshy boyy,0
4767,hows life chillan,0
4768,http tinyurl com yjd9bj5 index php ? id 7ac8d181c8c3121ebc1b18186124b8b8 gayy,1
4769,http www e castig com index php ? r g1x72 gayyyyy,1
4770,i agreee stop being such a slut and act ur age ! your pathetic get a life you dont know me suck a dick ! ! r r peace bitch ! r laura 3,1
4771,i been well in college how u been well who is this ?,0
4772,i do not like you ugly ass hoe i bet your lesbain you look like it i bet when you older i will see you in a anonymous porn ad btw i heard you stuff your bra hahahhaaaa no boobs ! r omggggz how had you know ! ? i stuff it with toilet paper and everything just like the movies ! stop hating and get something better to do and yeah if you are a girl watch out i might be after you nahhhhhht,1
4773,i dont know why people are putting stupid stuff all over your formspring weve only talked chilled a couple times but you seem really nice so people should actually hangout with someone before they decide to hate on them yupp i know but i justt let them be and thanks stranger lol,0
4774,i fucked anthony u dumb hoe bitch and just to tell u im hesica haha false,1
4775,i fucking love youu 3 i fuckingggggggggggg lovee youuuuu tooooooooooooor r 3333333333333333333333333333333333333333,0
4776,i happen to think your very pretty thanks your very pretty yourself,0
4777,i jizz to your pics alllllll the time r r not creepy at all,1
4778,i laaaaavv you,0
4779,i love how most of ur comments are calling you a hoe slut bitch and guess wat u are one lol lol yeah deff get a lifee,1
4780,i love laura and yeah she woped your ass fuck face v love you too kiddo and thankss,1
4781,i love you but you judge people by their looks way to much aha no i really dont,0
4782,i love you baby 3 you are soo pretty thanks baby 3,0
4783,i love you laura but if you ended up with tonys baby i would laugh sosoo hardr it would be a beautiful baby though haha i bet it would 3,0
4784,i love youu 33r and your gorgeousss thanks girlier r and i love you too 3r 3,0
4785,i love youu 333 i love you too baby girlll 3r r,0
4786,i love youuu 33333 lol i love you too,0
4787,i love youuu 3 i love you too 3333,0
4788,i love youuu i love you too 33,0
4789,i love youuu2665 3 love you too stranger,0
4790,i love yuu 3 i love you too bby 333333,0
4791,i loveee youuu 3 i love you too 3333333,0
4792,i miss you too d,0
4793,i misss you 3333 i miss you too so muchhhhh mannn,0
4794,i see ju and isaac aroud school do ju like him ? ? idkk,0
4795,i squirt sperm to your pictures umm r cool ?,1
4796,i think u think im someone else srry i honestly have no idea just tell me,0
4797,i think with short hair youll look older but either wayyy beeaaauitful aw thanks baby 333,0
4798,i think you are so pretty thanks cutie 3,0
4799,i think your gorgeous thanks baby,0
4800,i thought yu were in 8th ? well you thought wrong,0
4801,i wanna fite u wowww i love how you put your name hit me up then,0
4802,i wanna fuck u cool,0
4803,i wanna get to know how can i im me on fb,0
4804,i wanna take u out who is this ?,0
4805,i want a blow job alright ?,1
4806,i went out with eddie last year,0
4807,i wish i could fly that makes two of us,0
4808,i would watch out for rachel just sayinnnnn' she is a fake person mk cool,1
4809,i'm not here to talk trash like other people on your wall so do not take this the wrong way but you claim to be a follower of god yet you say such un godly things on formspring like bad words and stuff i thought maybe you should start working on that yes im working on that thank you,0
4810,if you could ask barack obama one question what would it be ? you havent changed anything for your country r why are you being such a fuking retard ?,0
4811,if you think i care about what you think of me then you have highly over estimated my opinion of you ! bitch haha your such a cutie r nahttt !,1
4812,if you were on a deserted island who would you like to be with ?,0
4813,iknow lol,0
4814,ill remind u in a couple years but first we gotta be better friends cuz for sure im not gonna kno u at all r lol well it would help if you kinda told me who this is,0
4815,iloveeyouu 3 they needa hop off now or them bitchess gonna get hit' mhmmm,1
4816,iloveyou love you too babe 33,0
4817,ily mijitaa guess who it is ? i have my hood up i pull it tight and i put on a retarted face anddd im in ur 3rd and 6th perioddd ddd mmmmmmm maddy ar allinaa 33,0
4818,ily ily too hunny bunn,0
4819,im pretty sure u need good grades to get into coral reef yea me too ? r who says i dont ?,0
4820,im serious no1 special i jus hope i made u smile lol well u did and you will put a bigger smile on my face when you tell me,0
4821,imisss youuuu ! 3 i miss you too bby gurl 3333,0
4822,is it ok if i have jizzed to pics of you before ? lol ?,1
4823,is it true u like tony idk is it ?,0
4824,is it true your gnna be in 8th grade this year yes it is,0
4825,is samara a 7th grader to but going to 8th or is she a soon to be 9th grader now ? 7th grader,0
4826,its jurrr anniversary d i know,0
4827,its zack how have you been my camper ? good hby ?,0
4828,jaja vvv really ? i didnt dumb hoes could fuck me without me knowin hahaha 33,0
4829,jer cute why thank you so are you,0
4830,jerryka anerine ? what about her ?,0
4831,jhocelyn wooping your ass nah it is alexis 3 you i lovee ju,0
4832,jus made my life and ur the cutie awww 3 your amazing !,0
4833,just admit ur a lesbian drug addict who flirts with guys it is okay go find something better to do with your lifee hopp off and stfu cuz you dont know me mkayy,1
4834,kasey is amazing 3 your the stupid skank who doesnt know kasey okay so hop off and if you think im gunna care what you think of me then you are very concided hah pussy bitch you make no sense,0
4835,kenyi is cuz ohh okay,0
4836,knock a bitch out and fight not i stay outta dramaaa,1
4837,lara tapia 3 text mehhh whoreee mkay skank 33,0
4838,laura im saying this cause i care about you stop going from guy to guy youre ruining your rep more and more day by day you need to chillout with it before you make a big mistake also youre waisting ur beauty on guys who dont care about you its sad thank you 3 but i dont jump from guy to guy i have only hooked up and talk to one guy this year and were still talking and thankyou for caring 33r,0
4839,laura d haha how funny i just did that to you 333333,0
4840,laura i lovee youuu i love you tooo 3333,0
4841,laura i really like you and i know you are talking to someone your sister told me i go to southwood i told her who i am ask her and put my name as your answer jostin ?,0
4842,laura idk if you think your cool cause you hungout with moises but guess what he will never hangout with you again nor text you or talk to you it was a one time thing his way to good for you to even think about especially since ur in 8th grade like lol okay your dumb gooodjob at whatever it is your trying to accomplish yeah its not working,0
4843,laura is a stunnna 3,0
4844,laura is gorgeous ! ily thanks baby girl so are you and i love you too 33,0
4845,laura my love dont listen to the pathetic little bitches that wish and hope they were you you are wonderful and beautiful and smart and all the shit talkers are just little pussys because i bet they would never say that stuff to your face p s iloveyou 3 haha aw i love you too 333333,1
4846,laura tapia iss super gorgeous haha 3r r r thanks baby girl so are you 33,0
4847,laura why do you hate me so much lol who are you ?,0
4848,laura is not a whore or anything like that she is beautiful she is nice and she is caring maybe if you took some time to get too know her you would not say sad lies like that okay ? ok thanks aww thanks stranger 3r ily,0
4849,lauraa lauraaa 3 baby hoeeeeee d,0
4850,lauraa you are too prettty i love youu 33 hahh your the gourgeous one hunny bunn 333333,0
4851,lauraa ! ! ! love you too purty 3,0
4852,lauraaa ! hey pretty 3,0
4853,lauraaaa tapia is the best girl chinaa aw no honey thats you 3,0
4854,lauraaaaaaaaa 3 laurennnnnnnnn 3,0
4855,laurra you made advisement my favorite class 33 you would always come in a shitty mood talk to me about what happened then ask me for food and all of a sudden your happy lmfao i love youu 3 ! lmfao ! ! ! i love you too bebe 3,0
4856,leave kasey alone she is a hell of a lot nicer than you so why do not you shut yo damn mouf yes i on purposely spelled those word is wrong no need to correct me hah what the fuck are you ganna do ? r shows how much you know your such a fucking pussy that you dont even put your name,1
4857,lenis k cool why the fuck are you on ma shit ? do think i actually gi,0
4858,lets smash d ! ? ! ? ! ? hah im str8,0
4859,liar you are not an 8th grader you are a seventh grader ! no shit sherlock,0
4860,lmao laura your pathetic you mean moises hung out with your sister and her friends not you cause why would moises want to hangout with a little incoming 8th grader so stick to your 8th grade friends sweetie okay thanks bye no not really you werent there r and nah thanks for the opportunity,1
4861,lmao taylor ur guna hit someone ? ur a soft bitch so stfu lol anyone can woop ur ass stfu stfu your so imaturee,1
4862,lmao you cant spell at all becuz fuking wrry thanx ? what the hell ? you write like a 4th grader they are not worrying about you vvv they are just letting you know that your not cool by following and trying to hang out with people older than you mkay your mature,1
4863,lmaoo nice one laura and u gorgeousss and yah elizabeth needs to get a life and stop talking shit ! and oyahh hm what happen with u and jhocelyn ? udk how much i hate that bitch ! haha yeah thanks and jhocelyn idk whats going down ppl are just tlking shit saying that im ganna fight her,1
4864,lmfao how can that person say southwood is not gay southwood is the main school that has thee most unwanted retarded unreasonable drama by the most stupidest people of life and nobody likes it word,1
4865,lmfao thats mature just because she is younger doesnt mean she ca not have friends that are olderr are you jealous or something ? get over it dale pues 3,0
4866,lol its funnyyy howww its alll pusssys dowwn there who wontt put there user info xd there trying to likeeee geet you all pised off and tryy to act tough and theeey wont eveen put theree nameee and there callingg you immature ? lmaooo lmao i noe haha,1
4867,lol good guess yuppp,0
4868,lol i did not write whore oh oky well who ever did can smd,0
4869,lol laura come on ask me some questions i have no questions to answer on mines wich sucks lol lol,0
4870,lol r u a lesbian ? real talk be honest everyone says it lmaoooo its ok if u r thats hot that legit gross,1
4871,lol you too ! in 8th qrade ! that qrade was the best for anyone ! lol well i hope it is for me,0
4872,loooooooooooove u bby love you more,0
4873,love you hoee its daniela lenis ! 33,1
4874,love your stamach rofl do know any good workouts for it ? lol thanks and not really i dance,0
4875,me too ! 33 we like have to chill sooon ! ! what are you doing tomorrow biatchh ! ?,0
4876,milanes cary deleted the comments she wrote on your picture guess she was scared lmfao lmfao guess so,0
4877,miss seeing you at southwood aw 3 who is this ?,0
4878,nahh im more of a vagina type guy cool,0
4879,name all the guys you have hooked up with sean oscar ca not remember guys in between tico and tony,0
4880,name some 8th graders you want to get close too there are none,0
4881,name your top 10 peoplee of what ? !,0
4882,nicolenicolenicoleniceolnicolenicolenicolenicolenicolenicoleniceolnicolenicolenicolenicolenicolenicoleniceolnicolenicolenicolenicolenicolenicoleniceolnicolenicolenicolenicolenicolenicoleniceolnicolenicolenicole 3333333333333333 vvvvvvvv haha fashowwwww 3,0
4883,no but do you think he is hot and stuff ? i'm talking about jeffery ! um i have a boyfriend,0
4884,no im serious you wear too much makeup you should calm it down how funny i havnt worn makeup for almost two weeks,1
4885,no we are not close thts wat im saying and im not an eighth grader ot tht kid they asked about lol lol oh okay,0
4886,now you want my last name ? i dont think so i already gave you my name you dont need to know anything except that you wear way to much makeup !,0
4887,nuthin broward u same i'm orlando at my uncles btw which juan is this ?,0
4888,oh lalalalalalala tony mamiiii 3333333333 i knowwww,0
4889,oh well are not you just the shiiit for hanging out with older people ? get friends your own age you dumb bitch stfu i doo and dont wrry bout mee,1
4890,oh yeah i o to sflma to i just never know what it stood for lol i go for cardio kickboxing you ? sameee r r who are you ?,0
4891,ok really you put stupid skank smd or haha for your comebacks get some new ones your just embrassing yourselfr elizabeth u062a rodriguez i love how your so fucking two faced man you say hi to me every day what the fuck is your problem man you know what heres a new comeback for you hop off my dick bitch and go comb the hairs on your mole you fucking two faced bitch like all your lil friends thanks for your time bitch 3,1
4892,omfg ! u me natasha kathy kasey rachel katryna hot ! thank you ?,0
4893,omg its laura ! i miss you babyy lol i miss you too 3,0
4894,omg toneys in tenth grade wow either hes despret or ur pregnat nah your just jelous,0
4895,omg y do u guys keep asking her if she likes mevv legit ?,0
4896,omgg your one of the prettiest girlsss eva do you go to palmetto though ? ? thanx and nopeeee,0
4897,omgg i just remembered that you are younqer than me ! lol but people say ilook like ibelonq in the 6th grade im qonna be a freshiee at rmec ! lol lol well good luck 3,0
4898,only half amazing as you lol that is very sweet 3 who are you ?,0
4899,ooo and also jus knowing i made u smile is gud enough for me that literally makes my summer lol your a cutie,0
4900,ooo lol ok,0
4901,people say ur a bitchh i didnt kno u lyk daht then i saw katryna throo a corndog at ur head lmfaoo u are bitch was the corndog goor ferr ur hairr ? ? good ferr mah sencve of huemr lol stfu you would be mad if some fat girl named twinkie threw shit at your hair and you make no sense !,0
4902,people sayy your really nice i do not know you to hate on you i just wanna put anything thats bad behind us kayy ? ? okayyy,0
4903,please just tell me the url ? it is real important and it doesnt matter anyways its not like she has private info on there i dont know it ! obviously,0
4904,pop off porch monkey shes mine haha 33,0
4905,r u horny lol seriously wtffff get a life,1
4906,racooonn stayy off maaa shitt please smd ?,1
4907,really you actually think he would waste his time talking to you his 16 and a sophomore now why would he want to be friends with a 13 year old girl going to 8th grade especially since your one ugly hoe so next time be careful in what you write and againnn dumb hoe,1
4908,same borinq life in hot as fuck miami ! lmao word,0
4909,samee cooollll,0
4910,sexy enough said thanx,0
4911,shakeee ittttttttt ! dont break it !,0
4912,she does like issac they hooked up no wtf ? thats not true,0
4913,she opened up her mouth then i blew her brains outt,0
4914,so pretty ! gracias stranger,0
4915,so u didnt fail ms shills clas ? nah,0
4916,so what is this i hear about tony do you likee himm ? d y yes i doo 3,0
4917,so what is up nada about to crash hby ?,0
4918,soo you think that i have called you a bitch and that im telling everyone that your going out with tony and hes so cute i wouldnt talk shit about you cause i barely know you so dont believe what people tell you about me cause i wouldnt do that promise k thank you,0
4919,soo you thougt i was cute but now you hate me and dont talk to me fuck you ca not please everyone,1
4920,sooo when r you gonnna make that group lmfao but if u were serious about it create a account that has the name anonymous so u wont get caught d hahaa idk if there are hakkers,0
4921,sooooooo what about him ?,0
4922,southwood is not gay ! ! wtf um yeah it really is,0
4923,stop saying you are gonna do something about it if she flirts with guys because im pretty sure camila and i would whoop your ass if you try touching laura all of you little girls need to grow the fuck up you will learn that being a bitch is not that cool thanks julie 3r i love you,1
4924,stop thinking your friends with moises because if im not friends with him and im 2 years older than your ass how the hell can a 13 year old girl be friends with him like wtff hahaha ! r idk why dont you ask him,0
4925,teehee 33 muahahahahah ! ! ! ! 3,0
4926,tell me the truth did alexa really do anything ? ? ? ? ? its not really anyones buisness why dont you ask her,0
4927,thanks for your time to bitch i swear i would ughhhh elizabeth u062a rodriguez wtf does ughhhhh meann ? your a dumbass,1
4928,the prettiest confused much ?,0
4929,think of the person that would make you the happeist telling u this and ill b tht prson well theres actually a lot of ppl but are we close ?,0
4930,thx u jus made my summer lol adorable,0
4931,tico still likes you he just doesnt know how to tell you and told you what he said cause his other friends told him to cool i really dont give a fuhkkkkk ! i love tony 3,0
4932,to the pathetic fool that said this toney well never go out ur pretty but ur such a bitch on the inside sorry but i dont like you no one does i just got 2 things to say learn how to spell my name and never assume you kno who im gonna go out with baby i love youuuu 33,0
4933,to the person that said why do you follow those dum 8th graders ? ? be a leader not a follower shut the fuck up your not gonna do anything about it your just jelous so do me a favor and shut the hell up k cool byer 3iloveyoulauraa 3 lmao i love you too girly 3,0
4934,trash ! ! false !,0
4935,u are one sexy chick thanks,0
4936,u can be a b sometimes and kinda stuck up and 4 some reason ppl like u like some1 but im not gonna say theyre name c g let me guess i dont really give a fuck what you think cuz you dont know me and im only a bitch to you cuz i either have a problem with you or your just annoyingg !,1
4937,u did amazing in the show ! ! ! aaaaaaaaxd lmfao thanks kiddo,0
4938,u do not lyk elizabeth ? wtf i love her,0
4939,u know if u wernt such a whore bitch people wouldnt be haten on u so stop calling people fat stop telling them there stupid and stop fucking calling me emo and well all be cool okay fatass bitchh,1
4940,u r such a conseded biatch u sure every body likes u u luv puting every body down and u tlk about ppl and when some body else dose it u make dem feel bad get a life wait im srry how old are you ? r grow uppp ! r i dont care if ppl like me or not find something better to doo instead of tlking shit on my formspring why the fuck would i care about what some little pussy sayysss ? patheticcccc !,1
4941,u think ur hot shit your a fucking dumb little jit whore who hooks up with everybody stop trying to grow up so fast your going to 8th haha haha i love how you fake bitches call me a whore when i have had the same boyfriend for 2months and 11days but then again you know my whole life !,1
4942,u told austin that u were never alex is friend but then u tell alex the opposite whats going on here ? and who are u lying to ? wtf ? i never lied i told austin that alex can be a bitch to sofia and that she gives me death staress thats alll,1
4943,um i do not think the girl who is saying elizabeth is really her she is not mean like that and she wouldnt sign her name along with a hate comment r that is fake so yeahh i know we talked,0
4944,umm y r u always saying smd im pretty sure that u dnt have one cuz ppl piss me off and im not ganna waste my timee,0
4945,umm everyone needs to stop hatin on my baby girl or i will personally take care of yall myself thanx ! ily lauraaaa ! like the person right below me we all know u didnt touch tony cuz why would he want ur fugly self when laura is gorgeous inside out 3 aww,0
4946,v freaks lmao i love u swiss cheese xd 3 i love you more r lol 3,0
4947,v haha funny anonymous people who love talking crap lmao fureal,0
4948,virgin ? jess,0
4949,vvv lmfao virgin not virginian xd lmfao yeeeea you would know,0
4950,vvv why did you write yourself a money sign ? o o idk i was boreddd and i was thinking of money,0
4951,wait im not here to trash talk or anything but when did you hang out with moises ? i mean i am in his grade and go to his school and i have neva even hung out with him lucky lol ive known him for a long time,0
4952,wait uhh when did moises hang out with you like where u at a party ? cuz im in your grade and he would neva hang out with me no r at a friend loegans house,0
4953,was jerryka joking when she was commentin on your profil pic and being an ass to dat girl ? lol no that bitch was starting beef with me,0
4954,wat grade are u goin to be in this year 3rd,0
4955,wat have u done this week so far girlly too much,0
4956,we will write a song that turns out the lights when both boy and girl start suddenly shaking inside dont waste time speed up your breathing just close your eyes we will hope its not for nothing at all i love that damnn songxd,0
4957,well if uve known him for a long time why are poepl makin such a fuss bout it now ? cuz bitches hate but i dont let that get to me,0
4958,well r u ? lol am i what rofl ?,0
4959,welll im bored as hell and curios so waht did you do last week cuz people one here seemed 2 be very interested too much,0
4960,were you a michael jackson fan ? why yes i was 333,0
4961,what boobs ? hah smddd,0
4962,what did kasey do to you foreal ? i just dont like her shes so fake !,0
4963,what do you see rachel brown as ? a reallly good cloae friendddd r 3,0
4964,what do you think of jeffrey swindoll ? cool kid,0
4965,what grade are you in ? 7th,0
4966,what grade r u going into ? 8th,0
4967,what highschool are yu going to well im going to 8th grade but im trying out for reef,0
4968,what kind of makeup like eyeshadow liner lipstick foundation syiuff like that yes ma'am,0
4969,what size shoe ae you 7 1 2,0
4970,what sleepaway camp do u go to ? i dont go to one,0
4971,what the fuck is fucking up lol wtf ?,0
4972,what type of makeup do you wear ? you dont need it lol thanks and i wear cover girl,0
4973,what was the happiest moment in your life ? i dont remember lol,0
4974,what would u want ? idk something special what would you want ? d,0
4975,what your favorite rap songgggggggggggg ? ? ? lmfao hard choice,0
4976,what is the oldest age of a guy that you would date ? 16 17,0
4977,what is your facebook link ? whattt ?,0
4978,whatever happened to chillin with china and bryce and etc ? huhhhh ? haha china idk you tell me,0
4979,whats highschool are you going to ? either palmetto or coralreef,0
4980,whats sflma ? south florida mixed martial arts academy,0
4981,whats up qirlll how yu doinqq ? vibin hby ?,0
4982,whatss up with people hatingg on you jit you better not be fighting anyone that is trashy and stupid lauraaa but you know i always got your back and you dont have an ugly body so stop agreeeing with them dumbass i love you hah love you baby gurlll 33,1
4983,when are we gonna hang out ? soon bby 33,0
4984,when are you going to dump tony he way to ugly for you and he acts as if he dont like you or care about you you dont know shit,0
4985,when did moises hangout with you cause your default is with him and when i saw it i was like wtfff is he doing with you no fense though ? ?,0
4986,when diiddd you first kiss tonyy ? idk what was the date but i was at brittany is house over spring break,0
4987,when do you see tony ? when ever i go to sflmma,0
4988,when you first kissed tony where was itt ? lol at brittanysss,0
4989,when you look in the mirror are you satisfied with what you see ? answer truthfully honestly no,0
4990,when you smile you look like someone stuck two nuts in your cheeks freaking chipmunk ! ! ! awwwwwwwwwwwwwwwwwwwwww r thanks kid your amazing,0
4991,when your with rachel does she ever talk shit bout kasey ? noo shes not fake unlike some people cough cough,0
4992,wher di you get your background at ? its an old picture i had,0
4993,where would you like to spend your retirement ?,0
4994,where is your favorite place to buy clothes ? idrgaf,0
4995,who did you fall hardest for in your life ? message me on facebook and ill tell you,0
4996,who do u like ? ? ? tonyy 3,0
4997,who ever said that they jizz to you pics all the timee i must say thats scaryy lol lmfao i kno mannn,0
4998,who r u trying like tht wow y u tlking to her like tht if yous a guy i whip u rite now shiiiih haha 3,0
4999,who was the last person you hooked up with ? tony,0
5000,who was your first kiss ? alex parker yours ?,0
5001,whore tyler 33,1
5002,whos ur bestes friend in the whole wide world ! ! ! ! idk i have a couplee 3,0
5003,whos ur bestes friend that id a guy ? ? ? ? ? idk damit,0
5004,why are you an jhocehoe thinking about fighting ? xd i dont but she swears she can whoop my ass lmfaoo,0
5005,why are you calling kasey a stupid skank when you dont even know her laura that is just going to start some shitr wtf yo stfu man stay out of it,1
5006,why are you friends with that hoe ass bitch daniela ? why do you care soo much hater,1
5007,why are you so cuteeee lol your the cute one babes,0
5008,why are you so fucking cute ? too bad,0
5009,why are you so much cuter then camila ? stfu im deff nottt !,0
5010,why did you take off the relationship thing from facebook ? it was an accident but i noticed it the next day and i put back up,0
5011,why do people talk so much crap bot youu ? thats not nice your really prettyyyyy ! and nicee ! your hair is gawwwjuss ! ! its eviani btw the girl n field that u asked hi whats ur name ! lol ! lol thanks gurl and i know who you aree,0
5012,why do you follow those dum 8th graders ? ? r be a leader not a follower um im not a follewer i just have a lot of 8th grade friends,0
5013,why do you hate ronald hes straight i dont,0
5014,why dont you hate natasha why would i ? r r r 3,0
5015,why the hell would you hook up with tico ? i honestly have no clue,0
5016,why werent u at school today didnt feel good,0
5017,woooooow dont even say that bout urself every time you look in a mirror it gets jealous dont even play haha your cute,0
5018,woooot woooot 3 i fucking laaav you bestfrienddd haha i fucking love you too my loveeee 3,0
5019,would u be friends with someone whos scene ? ? ? ? hah i have a lot of scene friendssss,0
5020,would u ever give me a blowjob and would u ever drink my sperm becuase i really want you too i wanna have sex with you so much its not even funny how hard i get over u thats not weird at all,1
5021,would u go out with an 8th grader named collin stewart nah i dont think so,1
5022,would you ever cheat ? nope,0
5023,would you ever go for a kid in your grade or do you go for older kids ? it depends,0
5024,wtf i just saw your pics and moises is in them like wtf since when is he friends with you especially since your in 8th grade like back off and stick to your own friends lmao no thankyou,0
5025,wtf is up wit ur cheeks ? ? chipmunk much ? ? does it bother you ? r hah ligaf,1
5026,wtf ? your facebook picture ? what about it,0
5027,y cutie i miss you 3 i miss you too 33,0
5028,yes very cute i wish i could go somewhere with you 3 d haha your such a cutie 3,0
5029,yessssss ! we both passed shill 333 xddd haha lmao 33,0
5030,yo everyone shut the fuck up about the age difference between her and tony if you see your parents there probaly like 5 years apart or even more so shut up word !,0
5031,yo juuu teeth perfetooo hah i wishhhh 3,0
5032,you tony beautiful couple 33 33333,0
5033,you act way too old for your age laura chill out honestly honestly you dont know and dont tell me what to doo foool,0
5034,you all seriously need to stop talking to much crap about laura r she may flirt alot but not if that guy has a girlfriend r and she is only talking to one guy not many r so you people need to stfu and hop offffff thnx,0
5035,you and tony are so cute together ! ! ! ! ! what grade is he in ? ? thanks and hes in 10th,0
5036,you and tony are soooooo cute together 3 aw thanksss 3,0
5037,you and tony still going out ? jess 3,0
5038,you and your sis should go in a pagent for being to preety aww thankss,0
5039,you are a beautiful girl and i dont think that you shoul do all the things that you do cause you are fucking up your life ! sorry to say but you should to better with your life then just throw it away and what am i doing thats so bad,1
5040,you are a hoe that wears too much makeup haha ! r ya tu sabes 3,0
5041,you are so beautiful you should cut your hair shorter you will look older thanks but i dont really try to look older,0
5042,you are the most beautiful person on earth ! awww thanks 3,0
5043,you are to cute kid to bad you r in 7th grade it really doest matter if im in 7th grade if i was born a week earlier i would be in 8th im 13 turnig 14,0
5044,you can suck the dick bitch dont try me little girl dany shut the fuck upppp bitch r r your pathetic so why dont you stop writing on my formspring and get a lyf cuz you have nothing good to say that i give a fuck abouttt,1
5045,you got a donkkkkkkkkkkk ! ! ! ! ! um not really but thanks,0
5046,you have an ugly body for a dancer thanks i know,0
5047,you have big feet 3 haha nah naht really it depends but im usuallly a size 6 1 2 or 7,0
5048,you hooked up with a mexican ? ! nahhh,0
5049,you hooked up with sean espinosa ? lmao no ! r sean cruz ?,0
5050,you hooked up with sean espinosa ? lmao no r sean cruz ?,0
5051,you look gay your face looks gay,1
5052,you really shouldnt believe what some ppl say but its your life and you do w e you want and treat ppl wrong if you want to and if you feel like it thank youuuu,0
5053,you seem likea good friend 33333333 thanks i am i guess i dont ever fuckmy friends over,0
5054,you seem really chill im in 7th grade and i want to get close to you but i know i probuly wont well thanks i am and you should talk to meee,0
5055,you should fade jhocelyn hah nah fool were str8,0
5056,you think your so cool cause you hang out with older kids word,0
5057,you are a porch monkey and your a niglett p,1
5058,you are not cool suck my dick srry your too hardcore for me,1
5059,you are way prettier than camila stfu i dont care cuz camilas fucking gorgeous and i dont need to kknow that,0
5060,your 13 yeah ? r,0
5061,your actually super nice and approachable your reallyu pretty laura soo dont listen to the haterss 33 thanx boo 3,0
5062,your amazing and gorgeous i wanna be like you 3 haha honey bunn r puleaseee i would do anything to look as good as you 3,0
5063,your background fucking blowws my mindd haha trippyxp,0
5064,your beautiful thank you 3,0
